"ABDALA de MATARAZZO, Norma Amanda",-0.806745172896394
"ALBRIEU, Oscar Edmundo Nicolas",-0.79624965590593
"ALONSO, María Luz",-0.793272861581245
"ARENA, Celia Isabel",-0.797352886054034
"ARREGUI, Andrés Roberto",-0.809267870097949
"AVOSCAN, Herman Horacio",-0.809489300052738
"BALCEDO, María Ester",-0.789613508155563
"BARRANDEGUY, Raúl Enrique",-0.798699153762899
"BASTERRA, Luis Eugenio",-0.798314226284796
"BEDANO, Nora Esther",-0.808264116830828
"BERNAL, María Eugenia",-0.799121571701155
"BERTONE, Rosana Andrea",-0.815841659095521
"BIANCHI, María del Carmen",-0.808289828793168
"BIDEGAIN, Gloria Mercedes",-0.812820453276405
"BLANCO de PERALTA, Blanca",0.0289572855404113
"BRAWER, Mara",-0.807151045365095
"BRILLO, José Ricardo",-0.0102795821078653
"BROMBERG, Isaac Benjamín",-0.793169458945599
"BRUE, Daniel Agustín",-0.80696946371604
"CALCAGNO, Eric",-0.797563541139817
"CARLOTTO, Remo Gerardo",-0.811360889462424
"CARMONA, Guillermo Ramón",-0.817752158144109
"CASELLES, Graciela María",-0.794222718448221
"CATALAN MAGNI, Julio César",-0.802780850225392
"CEJAS, Jorge Alberto",-0.802682628270689
"CHIENO, María Elena",-0.827674084380373
"CIAMPINI, José Alberto",-0.810647524907425
"CIGOGNA, Luis Francisco Jorge",-0.799677036683079
"CLERI, Marcos",-0.813005525592199
"COMELLI, Alicia Marcela",-0.0102001240517017
"CONTI, Diana Beatriz",-0.802066476499185
"CORDOBA, Stella Maris",-0.796218995690625
"CURRILEN, Oscar Rubén",-0.81101371168593
"DATO, Alfredo Carlos",-0.793971359280005
"de PEDRO, Eduardo Enrique",-0.814908772304564
"DEPETRI, Edgardo Fernando",-0.792554562065696
"di TULLIO, Juliana",-0.818537832906004
"DIAZ BANCALARI, José María",-0.800192404183093
"DIAZ ROIG, Juan Carlos",-0.809482556468224
"DONKIN, Carlos Guillermo",-0.800785819043545
"ELICECHE, Carlos Tomas",-0.753753796091596
"ELORRIAGA, Osvaldo Enrique",-0.816229262692411
"FELETTI, Roberto José",-0.806123356305483
"FELIX, Omar",-0.806194017436151
"FERNANDEZ SAGASTI, Anabel",-0.806398434935173
"FERRA de BARTOL, Margarita",-0.805355875889367
"FERREYRA, Araceli",-0.807230150956863
"FIORE VIÑUALES, María Cristina del Valle",-0.776213237064672
"FORCONI, Juan Carlos",-0.83360955225901
"FRANCIONI, Fabián Marcelo",-0.805983657223558
"GALLARDO, Miriam Graciela del Valle",-0.823203386390845
"GARCIA LARRABURU, Silvina Marcela",-0.791656718183602
"GARCIA, Andrea Fabiana",-0.806783901809458
"GARCIA, María Teresa",-0.800840236193496
"GARRAMUÑO, Jorge Alberto",-0.774731493619096
"GDANSKY, Carlos Enrique",-0.80654175086774
"GIACCONE, Claudia Alejandra",-0.796105385719989
"GIACOMINO, Daniel Oscar",-0.792959895987294
"GIANNETTASIO, Graciela María",-0.805575991210323
"GONZALEZ, Juan Dante",-0.798140689885419
"GONZALEZ, Nancy Susana",-0.803118242975903
"GRANADOS, Dulce",-0.821601743237229
"GROSSO, Leonardo",-0.816233426959065
"GUCCIONE, José Daniel",-0.813213251072056
"GUTIERREZ, Mónica Edith",-0.805433920087104
"GUZMAN, Olga Elizabeth",-0.00875582335340954
"HARISPE, Gastón",-0.810094007613134
"HELLER, Carlos",-0.806069152848146
"HERRERA, Griselda Noemí",-0.804646947781378
"HERRERA, José Alberto",-0.797827427664745
"IANNI, Ana María",-0.81818940789623
"JUNIO, Juan Carlos Isaac",-0.821032394035953
"KOSINER, Pablo Francisco Juan",-0.795726158743647
"KUNKEL, Carlos Miguel",-0.812735632199468
"LANDAU, Jorge Alberto",-0.800354807895999
"LARROQUE, Andrés",-0.801308915513575
"LEVERBERG, Stella Maris",-0.817559963214497
"LLANOS, Ermindo Edgardo Marcelo",-0.814375760191915
"LOTTO de VECCHIETTI, Inés Beatriz",-0.8017873781
"MARTINEZ, Oscar Ariel",-0.797722213166442
"MENDOZA, Mayra Soledad",-0.788992006602443
"MENDOZA, Sandra Marcela",-0.800281151361233
"METAZA, Mario Alfredo",-0.801687846630102
"MIRKIN, Beatriz Graciela",-0.75011241814128
"MOLINA, Manuel Isauro",-0.801512775349624
"MONGELO, José Ricardo",-0.800897725785092
"MORENO, Carlos Julio",-0.800177218097325
"NAVARRO, Graciela",-0.822134117662357
"NEBREDA, Carmen Rosa",-0.811953533081443
"OLIVA, Cristian Rodolfo",-0.799821077212213
"OPORTO, Mario Néstor",-0.814498926604344
"ORTIZ, Mariela",-0.806831002308817
"PAIS, Juan Mario",-0.807588473686337
"PASTORIZA, Mirta Ameliana",-0.826319741751733
"PERIE, Julia Argentina",-0.817304570196092
"PEROTTI, Omar Angel",-0.811983726857158
"PERRONI, Ana María",-0.814288015692256
"PIETRAGALLA CORTI, Horacio",-0.792041553878707
"PILATTI VERGARA, María Inés",-0.804283207339341
"PUIGGROS, Adriana Victoria",-0.817595620628848
"RAIMUNDI, Carlos",-0.794748547983103
"RECALDE, Héctor Pedro",-0.80574967356739
"REDCZUK, Oscar Felipe",-0.811929353642812
"REGAZZOLI, María Cristina",-0.794627696192798
"RIOS, Liliana María",-0.808128852403329
"RIOS, Roberto Fabián",-0.802831543937494
"RISKO, Silvia Lucrecia",-0.809370900270164
"RIVAROLA, Rubén Armando",-0.799952716636291
"RIVAS, Jorge",-0.798415144970293
"ROBLEDO, Roberto Ricardo",-0.785440104028648
"ROSSI, Agustín Oscar",-0.792848807108343
"RUIZ, Aida Delia",-0.824973956578091
"SALIM, Juan Arturo",-0.819298341450782
"SANTILLAN, Walter Marcelo",-0.80901138274884
"SCIUTTO, Rubén Darío",-0.794696418396338
"SEGARRA, Adela Rosa",-0.812210178533234
"SIMONCINI, Silvia Rosa",-0.803239726430307
"SOLANAS, Julio Rodolfo",-0.787291414074694
"SOTO, Gladys Beatriz",-0.806778200348486
"TINEO, Javier Héctor",-0.807794354596772
"TOMAS, Héctor Daniel",-0.801564536169056
"UÑAC, José Rubén",-0.808403343252557
"VEAUTE, Mariana Alejandra",-0.758341761728678
"VILARIÑO, José Antonio",-0.797975501940828
"VILLA, José Antonio",-0.793965602383499
"WAYAR, Walter Raúl",-0.79676250884818
"YARADE, Rodolfo Fernando",-0.812894323728909
"YAZBEK, Rubén David",-0.800638179922341
"ZAMARREÑO, María Eugenia",-0.793727516599122
"ZIEBART, Cristina Isabel",-0.813000472181519
"ZIEGLER, Alex Roberto",-0.818515982531187
"AGUAD, Oscar Raúl",0.899739667732262
"AGUILAR, Lino Walter",0.885385818460795
"ALBARRACIN, Jorge Luis",0.73622860500905
"ALFONSIN, Ricardo",0.485734060942684
"ALONSO, Gumersindo Federico",0.900778470263143
"ALONSO, Laura",0.891089842857921
"ALVAREZ, Elsa María",0.475357613108498
"ALVAREZ, Jorge Mario",0.686590905226441
"AMADEO, Eduardo Pablo",0.895643765655549
"ARGUMEDO, Alcira Susana",1.30602198966177
"ASPIAZU, Lucio Bernardo",0.895835440394609
"ATANASOF, Alfredo Néstor",0.868073708069988
"BARBIERI, Mario Leandro",0.494796036600311
"BARCHETTA, Omar Segundo",0.746658282558385
"BAZZE, Miguel Ángel",0.735487673351739
"BENEDETTI, Atilio Francisco Salvador",0.498273392779292
