id,"nombre","nombrecorrecto",idip,"nombreviejo",idp,year,"foto","link","bloque","region","distrito",idprov
1,"ABDALA, Josefina","ABDALA, Josefina",2,NULL,0.606968283653259,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
2,"ACCASTELLO, Eduardo","ACCASTELLO, Eduardo",3,NULL,-1.24707078933716,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ALIANZA UNION POR Cordoba","CENTRO","CORDOBA",14
3,"ACUNA, Hugo Rodolfo","ACUÑA, Hugo Rodolfo",6,NULL,0.372191727161407,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO POPULAR NEUQUINO","CUYO","NEUQUEN",58
4,"ACUNA KUNZ, Juan Erwin","ACUÑA KUNZ, Juan Erwin",5,"ACUÑA KUNZ, Juan",0.58191853761673,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","SANTA CRUZ",78
5,"AGUAD, Oscar Raul","AGUAD, Oscar Raul",8,NULL,0.712893545627594,2006,"oaguad_medium.jpg","http://s6.postimage.org/hrznomgql/oaguad_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
6,"AGUERO, Elda Susana","AGUERO, Elda Susana",9,NULL,-1.1258739233017,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
7,"ALARCON, Maria del Carmen","ALARCON, María del Carmen",12,NULL,0.0818300768733025,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","MOVIMIENTO PAMPA SUR","CENTRO","SANTA FE",82
8,"ALCHOURON, Guillermo Eduardo","ALCHOURON, Guillermo Eduardo",16,NULL,0.402221322059631,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ACCION POR LA REPUBLICA","BUENOS AIRES","BUENOS AIRES",6
9,"ALONSO, Gumersindo Federico","ALONSO, Gumersindo Federico",21,NULL,-0.463433533906937,2006,"galonso_medium.jpg","http://s6.postimage.org/xw7tt8z0d/galonso_medium.jpg","FRENTE CIVICO - CORDOBA","CENTRO","CORDOBA",14
10,"ALVAREZ, Juan Jose","ALVAREZ, Juan José",27,NULL,0.307318150997162,2006,"jjalvarez.jpg","http://s6.postimage.org/s7ek5nbr5/jjalvarez.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
11,"ALVAREZ RODRIGUEZ, Cristina","ALVAREZ RODRIGUEZ, Cristina",24,NULL,-1.59408831596375,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
12,"ARGÜELLO, Jorge","ARGÜELLO, Jorge",38,NULL,-1.77560710906982,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CABA","CIUDAD de BUENOS AIRES",2
13,"ARNOLD, Eduardo Ariel","ARNOLD, Eduardo Ariel",40,NULL,-0.138156488537788,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","SANTA CRUZ",78
14,"ARRIAGA, Julio Esteban","ARRIAGA, Julio Esteban",42,NULL,-1.50530588626862,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","RIO NEGRO",62
15,"ARTOLA, Isabel Amanda","ARTOLA, Isabel Amanda",43,NULL,-1.84792506694794,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE POPULAR BONAERENSE","BUENOS AIRES","BUENOS AIRES",6
16,"ATANASOF, Alfredo Nestor","ATANASOF, Alfredo Néstor",47,NULL,-1.00126421451569,2006,"aatanasof_medium.jpg","http://s6.postimage.org/u90svaon1/aatanasof_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
17,"AUGSBURGER, Silvia","AUGSBURGER, Silvia",48,NULL,0.333805710077286,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
18,"AZCOITI, Pedro Jose","AZCOITI, Pedro José",50,NULL,0.648739755153656,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
19,"BAIGORRI, Guillermo Francisco","BAIGORRI, Guillermo Francisco",51,NULL,0.288384586572647,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","SAN JUAN",70
20,"BALADRON, Manuel Justo","BALADRON, Manuel Justo",52,NULL,-1.15208351612091,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","LA PAMPA",42
21,"BARAGIOLA, Vilma Rosana","BARAGIOLA, Vilma Rosana",55,NULL,0.629675686359406,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
22,"BARRIONUEVO, Jose Luis","BARRIONUEVO, José Luis",59,"BARRIONUEVO, Luis",-0.642619907855988,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PERONISMO FEDERAL","NOROESTE","CATAMARCA",10
23,"BAYONZO, Liliana Amelia","BAYONZO, Liliana Amelia",64,NULL,0.660762012004852,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
24,"BECCANI, Alberto Juan","BECCANI, Alberto Juan",66,NULL,0.679682910442352,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CENTRO","SANTA FE",82
25,"BEJARANO, Mario Fernando","BEJARANO, Mario Fernando",68,NULL,-0.984380781650543,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","FORMOSA",34
26,"BERRAUTE, Ana","BERRAUTE, Ana",74,NULL,-1.4469918012619,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
27,"BERTOL, Paula Maria","BERTOL, Paula María",75,"BERTOL, Paula",0.447127044200897,2006,"pbertol_medium.jpg","http://s6.postimage.org/4gb1t633x/pbertol_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
28,"BERTONE, Rosana Andrea","BERTONE, Rosana Andrea",76,NULL,-1.25515007972717,2006,"rbertone_medium.jpg","http://s6.postimage.org/s8oyifuil/rbertone_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","TIERRA DEL FUEGO",94
29,"BIANCHI SILVESTRE, Marcela Alejandra","BIANCHI SILVESTRE, Marcela Alejandra",78,"BIANCHI SILVESTRE, Marcela",-1.28879678249359,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
30,"BIANCO, Lia Fabiola","BIANCO, Lía Fabiola",81,"BIANCO, Fabiola",-1.50652015209198,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE RENOVADOR DE LA CONCORDIA","NORESTE","MISIONES",54
31,"BIELSA, Rafael","BIELSA, Rafael",84,NULL,-0.154305219650269,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
32,"BINNER, Hermes","BINNER, Hermes",85,NULL,0.427152872085571,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
33,"BISUTTI, Delia Beatriz","BISUTTI, Delia Beatriz",86,NULL,1.18350768089294,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CABA","CIUDAD de BUENOS AIRES",2
34,"BONACORSI, Juan Carlos","BONACORSI, Juan Carlos",88,NULL,0.413262188434601,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","BUENOS AIRES","BUENOS AIRES",6
35,"BONASSO, Miguel Luis","BONASSO, Miguel Luis",89,"BONASSO, Miguel",-0.161277934908867,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","CABA","CIUDAD de BUENOS AIRES",2
36,"BORSANI, Luis Gustavo","BORSANI, Luis Gustavo",90,NULL,0.689168334007263,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
37,"BOSCH, Irene Miriam","BOSCH, Irene Miriam",91,NULL,-1.53946185112,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","NORESTE","MISIONES",54
38,"BRILLO, Jose Ricardo","BRILLO, José Ricardo",93,"BRILLO, José",0.37442222237587,2006,"jbrillo_medium.jpg","http://s6.postimage.org/clo1u7l19/jbrillo_medium.jpg","MOV POP NEUQUINO","CUYO","NEUQUEN",58
39,"BRUE, Daniel Agustin","BRUE, Daniel Agustín",97,NULL,0.0347677767276764,2006,"dbrue_medium.jpg","http://s6.postimage.org/96996ib0d/dbrue_medium.jpg","FRENTE CIVICO POR SANTIAGO","NOROESTE","SANTIAGO DEL ESTERO",86
40,"BULLRICH, Esteban Jose","BULLRICH, Esteban José",99,"BULLRICH, Esteban",0.35753208398819,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
41,"BURZACO, Eugenio","BURZACO, Eugenio",102,NULL,0.386522769927979,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PRO","BUENOS AIRES","BUENOS AIRES",6
42,"CAMANO, Dante Alberto","CAMAÑO, Dante Alberto",106,"CAMAÑO, Dante",0.289999574422836,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","BUENOS AIRES","BUENOS AIRES",6
43,"CAMANO, Eduardo Oscar","CAMAÑO, Eduardo Oscar",107,NULL,0.304962128400803,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
44,"CAMANO, Graciela","CAMAÑO, Graciela",108,NULL,-0.180623590946198,2006,"gcamano_medium.jpg","http://s6.postimage.org/yoahsg37h/gcamano_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
45,"CAMBARERI, Fortunato Rafael","CAMBARERI, Fortunato Rafael",109,NULL,0.574579358100891,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","CHUBUT",26
46,"CANELA, Susana Mercedes","CANELA, Susana Mercedes",110,NULL,-1.32897520065308,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","SALTA",66
47,"CANEVAROLO, Dante Omar","CANEVAROLO, Dante Omar",111,NULL,-1.35964155197144,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","SANTA CRUZ",78
48,"CANTERO GUTIERREZ, Alberto","CANTERO GUTIERREZ, Alberto",112,NULL,-1.2321925163269,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
49,"CANTEROS, Gustavo Jesus Adolfo","CANTEROS, Gustavo Jesús Adolfo",113,NULL,-0.368367582559586,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PROYECTO CORRIENTES","NORESTE","CORRIENTES",18
50,"CANTOS, Jose Maria","CANTOS, José María",114,NULL,-1.09537899494171,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SANTIAGO DEL ESTERO",86
51,"CARLOTTO, Remo Gerardo","CARLOTTO, Remo Gerardo",117,"CARLOTTO, Remo",-1.21336340904236,2006,"rcarlotto_medium.jpg","http://s6.postimage.org/4vqwzxef1/rcarlotto_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
52,"CARMONA, Maria Araceli","CARMONA, María Araceli",119,NULL,-1.05605494976044,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","CORRIENTES",18
53,"CARRIO, Elisa Maria","CARRIO, Elisa María",121,NULL,1.10483765602112,2006,"_silueta_medium.jpg","http://s6.postimage.org/htw3vdkjh/ecarrio_medium.jpg","ACUERDO CIVICO Y SOCIAL","CABA","CIUDAD de BUENOS AIRES",2
54,"CASERIO, Carlos Alberto","CASERIO, Carlos Alberto",124,NULL,-1.28493392467499,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
55,"CASSESE, Marina","CASSESE, Marina",125,NULL,0.37200266122818,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
56,"CAVADINI, Eduardo","CAVADINI, Eduardo",129,"CAVADINI, Eduardo (con licencia)",-1.90229773521423,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","JUJUY",38
57,"CECCO, Carlos Jaime","CECCO, Carlos Jaime",130,NULL,0.669842541217804,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","ENTRE RIOS",30
58,"CESAR, Nora Noemi","CESAR, Nora Noemí",132,"CESAR, Nora",-1.34503018856049,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
59,"CHIACCHIO, Nora Alicia","CHIACCHIO, Nora Alicia",134,NULL,-0.247645854949951,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
60,"CHIRONI, Fernando Gustavo","CHIRONI, Fernando Gustavo",137,NULL,0.66024774312973,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","RIO NEGRO",62
61,"CIGOGNA, Luis Francisco Jorge","CIGOGNA, Luis Francisco Jorge",140,NULL,-1.52032685279846,2006,"lcigogna_medium.jpg","http://s6.postimage.org/jggq2v77h/lcigogna_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
62,"CITTADINI, Stella","CITTADINI, Stella",141,NULL,-2.15914678573608,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CENTRO","CORDOBA",14
63,"COIRINI, Adriana Elsa","COIRINI, Adriana Elsa",143,NULL,-0.330744504928589,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
64,"COLLANTES, Genaro Aurelio","COLLANTES, Genaro Aurelio",144,"COLLANTES, Genaro",0.0280016660690308,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE CIVICO Y SOCIAL DE CATAMARCA","NOROESTE","CATAMARCA",10
65,"COLOMBI, Ricardo","COLOMBI, Ricardo",145,NULL,0.115345820784569,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE TODOS","NORESTE","CORRIENTES",18
66,"COMELLI, Alicia Marcela","COMELLI, Alicia Marcela",146,NULL,0.366895109415054,2006,"acomelli_medium.jpg","http://s6.postimage.org/5nevr5gl9/acomelli_medium.jpg","MOV POP NEUQUINO","CUYO","NEUQUEN",58
67,"CONTI, Diana Beatriz","CONTI, Diana Beatriz",148,NULL,-1.10594546794891,2006,"dconti_medium.jpg","http://s6.postimage.org/8xg9ubnlp/dconti_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
68,"CORDOBA, Jose Manuel","CORDOBA, José Manuel",149,NULL,-1.97900629043579,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","SANTA CRUZ",78
69,"CORDOBA, Stella Maris","CORDOBA, Stella Maris",150,NULL,-0.791044652462006,2006,"scordoba_medium.jpg","http://s6.postimage.org/vyxs2tl4t/scordoba_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
70,"CORNEJO, Alfredo Victor","CORNEJO, Alfredo Victor",151,NULL,0.577768385410309,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CUYO","MENDOZA",50
71,"COSCIA, Jorge Edmundo","COSCIA, Jorge Edmundo",153,NULL,-1.4719934463501,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
72,"COSTA, Roberto Raul","COSTA, Roberto Raúl",155,NULL,0.451720118522644,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
73,"CUEVAS, Hugo Oscar","CUEVAS, Hugo Oscar",158,NULL,0.653444230556488,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","SUR","RIO NEGRO",62
74,"DAHER, Zulema Beatriz","DAHER, Zulema Beatriz",161,"DAHER, Zulema Beatríz",-1.08920991420746,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SALTA",66
75,"DALLA FONTANA, Ariel Raul Armando","DALLA FONTANA, Ariel Raúl Armando",162,"DALLA FONTANA, Ariel",-1.91238248348236,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
76,"DAUD, Jorge Carlos","DAUD, Jorge Carlos",165,NULL,-1.94475531578064,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","ENTRE RIOS",30
77,"DAZA, Hector Ruben","DAZA, Héctor Rubén",166,NULL,-0.683715403079987,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","JUJUY",38
78,"DE BERNARDI, Eduardo","DE BERNARDI, Eduardo",167,NULL,-1.58603489398956,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","SUR","CHUBUT",26
79,"DE BRASI, Marta Susana","DE BRASI, Marta Susana",168,NULL,-1.09774899482727,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PROYECTO SOCIAL ALTERNATIVO","CABA","CIUDAD de BUENOS AIRES",2
80,"DE LA BARRERA, Guillermo","DE LA BARRERA, Guillermo",172,NULL,-0.967675685882568,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","CATAMARCA",10
81,"DE LA ROSA, Maria Graciela","DE LA ROSA, Maria Graciela",171,NULL,-1.36857259273529,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","FORMOSA",34
82,"DE MARCHI, Omar Bruno","DE MARCHI, Omar Bruno",174,"DE MARCHI, Omar",0.492961317300797,2006,"odemarchi_medium.jpg","http://s6.postimage.org/bi4e1mhbx/odemarchi_medium.jpg","DEMOCRATA DE MENDOZA","CUYO","MENDOZA",50
83,"DE NARVAEZ, Francisco","DE NARVAEZ, Francisco",175,NULL,0.261862486600876,2006,"fdenarvaez_medium.jpg","http://s6.postimage.org/bgbm5v519/fdenarvaez_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
84,"DELICH, Francisco Jose","DELICH, Francisco José",179,"DELICH, Francisco",-0.246063023805618,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","P.N. CONTRA LA CORRUPCION, POR LA HONESTIDAD Y LA TRANSPARENCIA","CENTRO","CORDOBA",14
85,"DELLEPIANE, Carlos Francisco","DELLEPIANE, Carlos Francisco",180,NULL,0.497732996940613,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","LA ARGENTINA DE LOS VALORES","BUENOS AIRES","BUENOS AIRES",6
86,"DEPETRI, Edgardo Fernando","DEPETRI, Edgardo Fernando",181,NULL,-1.64773106575012,2006,"edepetri_medium.jpg","http://s6.postimage.org/h0ji2reil/edepetri_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
87,"DI LANDRO, Oscar Jorge","DI LANDRO, Oscar Jorge",182,NULL,-0.209386169910431,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
88,"DI POLLINA, Eduardo Alfredo","DI POLLINA, Eduardo Alfredo",183,NULL,0.345705687999725,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO SOCIALISTA","CENTRO","SANTA FE",82
89,"DI TULLIO, Juliana","DI TULLIO, Juliana",184,NULL,-1.36620402336121,2006,"jditullio_medium.jpg","http://s6.postimage.org/nzf6j5kxp/jditullio_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
90,"DIAZ BANCALARI, Jose Maria","DIAZ BANCALARI, José María",185,NULL,-0.249241292476654,2006,"jdiaz_medium.jpg","http://s6.postimage.org/3qrsxflml/jdiaz_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
91,"DIAZ ROIG, Juan Carlos","DIAZ ROIG, Juan Carlos",186,NULL,-1.03345334529877,2006,"jdiazr_medium.jpg","http://s6.postimage.org/l1i7pgda5/jdiazr_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","FORMOSA",34
92,"DIAZ, Susana Eladia","DIAZ, Susana Eladia",187,NULL,-0.804570078849792,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
93,"DOGA, Maria Nelida","DOGA, María Nélida",189,NULL,0.317234933376312,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
94,"DOVENA, Miguel Dante","DOVENA, Miguel Dante",192,NULL,-1.65062320232391,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
95,"FABRIS, Luciano Rafael","FABRIS, Luciano Rafael",199,"FABRIS, Luciano",0.588485956192017,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","CHACO",22
96,"FADEL, Patricia Susana","FADEL, Patricia Susana",200,NULL,-1.45695853233337,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","MENDOZA",50
97,"FERNANDEZ, Alfredo Cesar","FERNANDEZ, Alfredo Cesar",209,NULL,-1.10718190670013,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","CUYO","MENDOZA",50
98,"FERRA de BARTOL, Margarita","FERRA de BARTOL, Margarita",212,"FERRA DE BARTOL, Margarita (con Licencia)",-1.39768815040588,2006,"mferra_medium.jpg","http://s6.postimage.org/l79ef7kfx/mferra_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","SAN JUAN",70
99,"FERRI, Gustavo Enrique","FERRI, Gustavo Enrique",215,NULL,0.349366843700409,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
100,"FERRIGNO, Santiago","FERRIGNO, Santiago",216,NULL,-0.937398195266724,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FREPASO","SUR","LA PAMPA",42
101,"FERRO, Francisco Jose","FERRO, Francisco José",217,NULL,0.728827476501465,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
102,"FIGUEROA, Jose Oscar","FIGUEROA, José Oscar",219,NULL,-0.477270752191544,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SANTIAGO DEL ESTERO",86
103,"FIOL, Paulina Esther","FIOL, Paulina Esther",220,NULL,-1.09421575069427,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
104,"FRANCO, Hugo Alberto","FRANCO, Hugo Alberto",227,NULL,0.082454115152359,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE POPULAR BONAERENSE","BUENOS AIRES","BUENOS AIRES",6
105,"GALANTINI, Eduardo Leonel","GALANTINI, Eduardo Leonel",228,"GALANTINI, Eduardo",-0.865945637226105,2006,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","CORRIENTES",18
