id,"nombre","nombrecorrecto",idip,"nombreviejo",idp,year,"foto","link","bloque","region","distrito",idprov
1427,"ALONSO, Gumersindo Federico","ALONSO, Gumersindo Federico",21,NULL,0.595888633435138,2011,"galonso_medium.jpg","http://s6.postimage.org/xw7tt8z0d/galonso_medium.jpg","FRENTE CIVICO - CORDOBA","CENTRO","CORDOBA",14
1428,"ALONSO, Laura","ALONSO, Laura",22,NULL,0.569102863930732,2011,"lalonso_medium.jpg","http://s6.postimage.org/7niwynarh/lalonso_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
1429,"ALONSO, Maria Luz","ALONSO, María Luz",23,NULL,-0.762226973626361,2011,"malonso_medium.jpg","http://s6.postimage.org/b79wlkjst/malonso_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","LA PAMPA",42
1430,"ALVAREZ, Elsa Maria","ALVAREZ, Elsa María",25,NULL,1.08282609784535,2011,"ealvarez_medium.jpg","http://s6.postimage.org/fvke09lq5/ealvarez_medium.jpg","UNION CIVICA RADICAL","SUR","SANTA CRUZ",78
1431,"ALVAREZ, Jorge Mario","ALVAREZ, Jorge Mario",26,NULL,1.13959215844338,2011,"jmalvarez_medium.jpg","http://s6.postimage.org/3pmghr96l/jmalvarez_medium.jpg","UNION CIVICA RADICAL","CENTRO","SANTA FE",82
1432,"ALVAREZ, Juan Jose","ALVAREZ, Juan José",27,NULL,-0.767936156759979,2011,"jjalvarez.jpg","http://s6.postimage.org/s7ek5nbr5/jjalvarez.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1433,"ALVARO, Hector Jorge","ALVARO, Héctor Jorge",28,NULL,-0.112107771639206,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONCERTACION","CUYO","MENDOZA",50
1434,"AMADEO, Eduardo Pablo","AMADEO, Eduardo Pablo",29,NULL,0.485301690181523,2011,"eamadeo_medium.jpg","http://s6.postimage.org/gmd461o3h/eamadeo_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1435,"ARAGON, Santiago","ARAGON, Santiago",32,NULL,-0.96436237011309,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1436,"ARBO, Jose Ameghino","ARBO, José Ameghino",33,NULL,1.81731447393455,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE TODOS","NORESTE","CORRIENTES",18
1437,"ARENA, Celia Isabel","ARENA, Celia Isabel",35,NULL,-0.376311299987989,2011,"carena_medium.jpg","http://s6.postimage.org/p1thw2c71/carena_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
1438,"ARETA, Maria Josefa","ARETA, María Josefa",36,NULL,-0.730688996610545,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE DE TODOS","NORESTE","CORRIENTES",18
1439,"ARGÜELLO, Octavio","ARGÜELLO, Octavio",39,NULL,-0.111255391603807,2011,"arguelloo.jpg","http://s6.postimage.org/eza4fl7wh/arguelloo.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1440,"ARGUMEDO, Alcira Susana","ARGUMEDO, Alcira Susana",37,NULL,1.01950029046755,2011,"aargumedo_medium.jpg","http://s6.postimg.org/z54fmzosd/aargumedo_medium.jpg","MOVIMIENTO PROYECTO SUR","CABA","CIUDAD de BUENOS AIRES",2
1441,"ARREGUI, Andres","ARREGUI, Andrés",41,NULL,-0.577434631363807,2011,"_silueta_medium.jpg","http://s6.postimage.org/41zlzc6d9/aarregui_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1442,"ASEF, Daniel Edgardo","ASEF, Daniel Edgardo",44,NULL,-0.573840829588655,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","ACCION POR LA REPUBLICA","CENTRO","CORDOBA",14
1443,"ASPIAZU, Lucio Bernardo","ASPIAZU, Lucio Bernardo",45,NULL,1.31932723251604,2011,"laspiazu_medium.jpg","http://s6.postimage.org/zc5k65xrx/laspiazu_medium.jpg","UNION CIVICA RADICAL","NORESTE","CORRIENTES",18
1444,"ASSEFF, Alberto","ASSEFF, Alberto",46,NULL,-0.129349034477276,2011,"_silueta_medium.jpg","http://s6.postimage.org/imgou61bx/aasseff_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1445,"ATANASOF, Alfredo Nestor","ATANASOF, Alfredo Néstor",47,NULL,0.507358905061907,2011,"aatanasof_medium.jpg","http://s6.postimage.org/u90svaon1/aatanasof_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1446,"AVOSCAN, Herman","AVOSCAN, Herman",49,NULL,-1.06737788266535,2011,"_silueta_medium.jpg","http://s6.postimage.org/6w37w5ph9/havoscan_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","RIO NEGRO",62
1447,"BALCEDO, Maria Ester","BALCEDO, María Ester",53,NULL,-0.716403535164004,2011,"mbalcedo_medium.jpg","http://s6.postimage.org/f7h1xta9p/mbalcedo_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1448,"BALDATA, Griselda Angela","BALDATA, Griselda Angela",54,NULL,1.15653524780938,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","CORDOBA",14
1449,"BARBIERI, Mario Leandro","BARBIERI, Mario Leandro",56,NULL,1.09513824965102,2011,"mbarbieri_medium.jpg","http://s6.postimage.org/g8hamxr99/mbarbieri_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
1450,"BARCHETTA, Omar","BARCHETTA, Omar",57,NULL,0.575457108447722,2011,"_silueta_medium.jpg","http://s6.postimage.org/bjebv1j5p/obarchetta_medium.jpg","PARTIDO SOCIALISTA","CENTRO","SANTA FE",82
1451,"BARRANDEGUY, Raul Enrique","BARRANDEGUY, Raúl Enrique",58,NULL,-0.999408724570436,2011,"rbarrandeguy_medium.jpg","http://s6.postimage.org/4dvrk2ou5/rbarrandeguy_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","ENTRE RIOS",30
1452,"BARRIOS, Miguel Angel","BARRIOS, Miguel Angel",60,NULL,0.676176451229733,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
1453,"BASTEIRO, Sergio Ariel","BASTEIRO, Sergio Ariel",62,NULL,-1.25400632276582,2011,"Sergio_Basteiro.jpg","http://s6.postimage.org/9biiwo5kx/Sergio_Basteiro.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1454,"BASTERRA, Luis Eugenio","BASTERRA, Luis Eugenio",63,NULL,-0.675615482504065,2011,"lbasterra_medium.jpg","http://s6.postimage.org/egj9ux1kt/lbasterra_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","FORMOSA",34
1455,"BAZZE, Miguel","BAZZE, Miguel",65,NULL,1.63770413976406,2011,"_silueta_medium.jpg","http://s6.postimage.org/s09rbhb99/mbazze_medium.jpg","UNION CIVICA RADICAL","BUENOS AIRES","BUENOS AIRES",6
1456,"BEDANO, Nora Esther","BEDANO, Nora Esther",67,NULL,-1.08396970643618,2011,"nbedano_medium.jpg","http://s6.postimage.org/vt71wfuwt/nbedano_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","CORDOBA",14
1457,"BELOUS, Nelida","BELOUS, Nélida",69,NULL,-1.61450607568709,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","SUR","TIERRA DEL FUEGO",94
1458,"BENAS, Veronica Claudia","BENAS, Verónica Claudia",70,NULL,1.38763740865017,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
1459,"BENEDETTI, Atilio","BENEDETTI, Atilio",71,NULL,1.09181311001936,2011,"_silueta_medium.jpg","http://s6.postimage.org/6tivpy4vx/abenedetti_medium.jpg","ACUERDO CIVICO Y SOCIAL","NORESTE","ENTRE RIOS",30
1460,"BERNAL, Maria Eugenia","BERNAL, María Eugenia",72,NULL,-1.24348945140708,2011,"mbernal_medium.jpg","http://s6.postimage.org/exe4s7l19/mbernal_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","JUJUY",38
1461,"BERTOL, Paula Maria","BERTOL, Paula María",75,NULL,0.543678642652632,2011,"pbertol_medium.jpg","http://s6.postimage.org/4gb1t633x/pbertol_medium.jpg","PRO","CABA","CIUDAD de BUENOS AIRES",2
1462,"BERTONE, Rosana Andrea","BERTONE, Rosana Andrea",76,NULL,-0.759770181180026,2011,"rbertone_medium.jpg","http://s6.postimage.org/s8oyifuil/rbertone_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","TIERRA DEL FUEGO",94
1463,"BIANCHI, Ivana Maria","BIANCHI, Ivana María",79,NULL,0.329122188189152,2011,"ibianchi_medium.jpg","http://s6.postimage.org/v8w5o4a4d/ibianchi_medium.jpg","FRENTE PERONISTA","CUYO","SAN LUIS",74
1464,"BIANCHI, Maria del Carmen","BIANCHI, María del Carmen",80,NULL,-0.693001214307691,2011,"mbianchi_medium.jpg","http://s6.postimage.org/7iosztz5p/mbianchi_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
1465,"BIDEGAIN, Gloria","BIDEGAIN, Gloria",82,NULL,-0.974345201515257,2011,"gbidegain_medium.jpg","http://s6.postimage.org/jr20rfpz1/gbidegain_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1466,"BIELLA, Bernardo Jose","BIELLA, Bernardo Jose",83,NULL,1.31100758575822,2011,"_silueta_medium.jpg","http://s6.postimage.org/ra32zntx9/bbiellac_medium.jpg","UNION PARA EL DESARROLLO SOCIAL","NOROESTE","SALTA",66
1467,"BLANCO de PERALTA, Blanca","BLANCO de PERALTA, Blanca",87,NULL,-1.13449257478202,2011,"bblanco_medium.jpg","http://s6.postimage.org/8j5r38oql/bblanco_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","SANTA CRUZ",78
1468,"BONASSO, Miguel Luis","BONASSO, Miguel Luis",89,NULL,1.68560289385941,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","CONVERGENCIA","CABA","CIUDAD de BUENOS AIRES",2
1469,"BRAWER, Mara","BRAWER, Mara",92,NULL,-1.0407872204805,2011,"mbrawer_medium.jpg","http://s6.postimage.org/qg4fd32v1/mbrawer_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CABA","CIUDAD de BUENOS AIRES",2
1470,"BRILLO, Jose Ricardo","BRILLO, José Ricardo",93,NULL,-0.964165864648163,2011,"jbrillo_medium.jpg","http://s6.postimage.org/clo1u7l19/jbrillo_medium.jpg","MOV POP NEUQUINO","CUYO","NEUQUEN",58
1471,"BRIZUELA Y DORIA, Ines","BRIZUELA Y DORIA, Inés",94,NULL,1.49088188926683,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NOROESTE","LA RIOJA",46
1472,"BROMBERG, Benjamin","BROMBERG, Benjamín",95,NULL,-0.828782340101889,2011,"_silueta_medium.jpg","http://s6.postimage.org/5h68l6drx/ibromberg_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
1473,"BROWN, Carlos","BROWN, Carlos",96,NULL,0.508390803313848,2011,"_silueta_medium.jpg","http://s6.postimage.org/h590nu0ql/cbrown_medium.jpg","PARTIDO JUSTICIALISTA","BUENOS AIRES","BUENOS AIRES",6
1474,"BRUE, Daniel Agustin","BRUE, Daniel Agustín",97,NULL,-0.842714064137624,2011,"dbrue_medium.jpg","http://s6.postimage.org/96996ib0d/dbrue_medium.jpg","FRENTE CIVICO POR SANTIAGO","NOROESTE","SANTIAGO DEL ESTERO",86
1475,"BULLRICH, Patricia","BULLRICH, Patricia",100,NULL,1.01245587016992,2011,"pbullrich_medium.jpg","http://s6.postimage.org/7bo50173x/pbullrich_medium.jpg","UNION POR TODOS","CABA","CIUDAD de BUENOS AIRES",2
1476,"BURYAILE, Ricardo","BURYAILE, Ricardo",101,NULL,1.33423543861923,2011,"rburyaile_medium.jpg","http://s6.postimage.org/zamw4my4d/rburyaile_medium.jpg","UNION CIVICA RADICAL","NORESTE","FORMOSA",34
1477,"CALCAGNO, Eric","CALCAGNO, Eric",103,NULL,-1.10635929966307,2011,"_silueta_medium.jpg","http://s6.postimage.org/5dze1mr7h/ecalcagno_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1478,"CALCHAQUI, Mariel","CALCHAQUI, Mariel",104,NULL,-0.740103723035134,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNIDAD FEDERALISTA","SUR","TIERRA DEL FUEGO",94
1479,"CAMANO, Graciela","CAMAÑO, Graciela",108,NULL,0.518284103896107,2011,"gcamano_medium.jpg","http://s6.postimage.org/yoahsg37h/gcamano_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1480,"CARCA, Elisa Beatriz","CARCA, Elisa Beatriz",115,NULL,1.48417812345814,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","COALICION CIVICA - ARI","BUENOS AIRES","BUENOS AIRES",6
1481,"CARDELLI, Jorge Justo","CARDELLI, Jorge Justo",116,NULL,1.00556238304904,2011,"jcardelli_medium.jpg","http://s6.postimage.org/jh8adbfi5/jcardelli_medium.jpg","MOVIMIENTO PROYECTO SUR","CABA","CIUDAD de BUENOS AIRES",2
1482,"CARLOTTO, Remo Gerardo","CARLOTTO, Remo Gerardo",117,NULL,-1.23762899003442,2011,"rcarlotto_medium.jpg","http://s6.postimage.org/4vqwzxef1/rcarlotto_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1483,"CARMONA, Guillermo","CARMONA, Guillermo",118,NULL,-0.741296074184104,2011,"_silueta_medium.jpg","http://s6.postimage.org/4z1wdu9fh/gcarmona_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","MENDOZA",50
1484,"CARRANZA, Carlos Alberto","CARRANZA, Carlos Alberto",120,NULL,0.479754995619206,2011,"ccarranza_medium.jpg","http://s6.postimage.org/s2acclni5/ccarranza_medium.jpg","FRENTE PERONISTA","CENTRO","SANTA FE",82
1485,"CARRIO, Elisa Maria","CARRIO, Elisa María",121,NULL,0.342642388853622,2011,"_silueta_medium.jpg","http://s6.postimage.org/htw3vdkjh/ecarrio_medium.jpg","ACUERDO CIVICO Y SOCIAL","CABA","CIUDAD de BUENOS AIRES",2
1486,"CASANAS, Juan Francisco","CASAÑAS, Juan Francisco",122,NULL,1.10126268445293,2011,"jcasanas_medium.jpg","http://s6.postimage.org/ue9m2329p/jcasanas_medium.jpg","UNION CIVICA RADICAL","NOROESTE","TUCUMAN",90
1487,"CASELLES, Graciela Maria","CASELLES, Graciela María",123,NULL,-0.812483036683421,2011,"gcaselles_medium.jpg","http://s6.postimage.org/3y1nopsfx/gcaselles_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","SAN JUAN",70
1488,"CASTALDO, Norah Susana","CASTALDO, Norah Susana",126,NULL,0.892015540687356,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NOROESTE","TUCUMAN",90
1489,"CASTANON, Hugo","CASTAÑON, Hugo",127,NULL,1.39193682759597,2011,"hcastanon_medium.jpg","http://s6.postimage.org/cyaumndx9/hcastanon_medium.jpg","UNION CIVICA RADICAL","SUR","RIO NEGRO",62
1490,"CATALAN MAGNI, Julio Cesar","CATALAN MAGNI, Julio Cesar",128,NULL,-1.08288053985033,2011,"jcatalanm_medium.jpg","http://s6.postimage.org/8x2y8h0e5/jcatalanm_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","TIERRA DEL FUEGO",94
1491,"CEJAS, Jorge Alberto","CEJAS, Jorge Alberto",131,NULL,-0.646590963530699,2011,"jcejas_medium.jpg","http://s6.postimage.org/ki8j2fwhp/jcejas_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","RIO NEGRO",62
1492,"CHEMES, Jorge Omar","CHEMES, Jorge Omar",133,NULL,1.12450698073007,2011,"jchemes_medium.jpg","http://s6.postimage.org/61pv1lwe5/jchemes_medium.jpg","UNION CIVICA RADICAL","NORESTE","ENTRE RIOS",30
1493,"CHIENO, Maria Elena","CHIENO, Maria Elena",135,NULL,-0.842790235278706,2011,"_silueta_medium.jpg","http://s6.postimage.org/pmrtkgwu5/mchieno_medium.jpg","FRENTE CORRENTINO PARA EL CAMBIO","NORESTE","CORRIENTES",18
1494,"CHIQUICHANO, Rosa Laudelina","CHIQUICHANO, Rosa Laudelina",136,NULL,-0.0538150282023844,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
1495,"CIAMPINI, Alberto","CIAMPINI, Alberto",138,NULL,-0.758146195235864,2011,"_silueta_medium.jpg","http://s6.postimage.org/gyhjfingd/aciampini_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CUYO","NEUQUEN",58
1496,"CICILIANI, Alicia","CICILIANI, Alicia",139,NULL,0.587143431051188,2011,"_silueta_medium.jpg","http://s6.postimage.org/ksazoo4sd/aciciliani_medium.jpg","FRENTE PROGRESISTA CIVICO Y SOCIAL","CENTRO","SANTA FE",82
1497,"CIGOGNA, Luis Francisco Jorge","CIGOGNA, Luis Francisco Jorge",140,NULL,-0.899413131009327,2011,"lcigogna_medium.jpg","http://s6.postimage.org/jggq2v77h/lcigogna_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1498,"CLERI, Marcos","CLERI, Marcos",142,NULL,-0.733051458548447,2011,"mcleri_medium.jpg","http://s6.postimage.org/8argz13ct/mcleri_medium.jpg","FRENTE PARA LA VICTORIA - PJ","CENTRO","SANTA FE",82
1499,"COMELLI, Alicia Marcela","COMELLI, Alicia Marcela",146,NULL,-0.636654908348818,2011,"acomelli_medium.jpg","http://s6.postimage.org/5nevr5gl9/acomelli_medium.jpg","MOV POP NEUQUINO","CUYO","NEUQUEN",58
1500,"COMI, Carlos Marcelo","COMI, Carlos Marcelo",147,NULL,0.971332469715411,2011,"ccomi_medium.jpg","http://s6.postimage.org/g5ips4lkt/ccomi_medium.jpg","COALICION CIVICA - ARI","CENTRO","SANTA FE",82
1501,"CONTI, Diana Beatriz","CONTI, Diana Beatriz",148,NULL,-0.82567702176447,2011,"dconti_medium.jpg","http://s6.postimage.org/8xg9ubnlp/dconti_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1502,"CORDOBA, Stella Maris","CORDOBA, Stella Maris",150,NULL,-0.995862193487631,2011,"scordoba_medium.jpg","http://s6.postimage.org/vyxs2tl4t/scordoba_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
1503,"CORTINA, Roy","CORTINA, Roy",152,NULL,0.53543801251833,2011,"rcortina_medium.jpg","http://s6.postimage.org/hbnmto7r1/rcortina_medium.jpg","PARTIDO SOCIALISTA","CABA","CIUDAD de BUENOS AIRES",2
1504,"COSTA, Eduardo Raul","COSTA, Eduardo Raúl",154,NULL,1.02235586107265,2011,"ecosta_medium.jpg","http://s6.postimage.org/oznuxttml/ecosta_medium.jpg","UNION CIVICA RADICAL","SUR","SANTA CRUZ",78
1505,"CREMER de BUSTI, Maria Cristina","CREMER de BUSTI, María Cristina",156,NULL,0.485565141803672,2011,"mcremer_medium.jpg","http://s6.postimage.org/guauwsbp9/mcremer_medium.jpg","FRENTE PERONISTA","NORESTE","ENTRE RIOS",30
1506,"CUCCOVILLO, Ricardo Oscar","CUCCOVILLO, Ricardo Oscar",157,NULL,0.483596071990212,2011,"rcuccovillo_medium.jpg","http://s6.postimage.org/dgk8r3ol9/rcuccovillo_medium.jpg","PARTIDO SOCIALISTA","BUENOS AIRES","BUENOS AIRES",6
1507,"CURRILEN, Oscar Ruben","CURRILEN, Oscar Rubén",159,NULL,-1.31799286930052,2011,"ocurrilen_medium.jpg","http://s6.postimage.org/4dmksla2l/ocurrilen_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
1508,"CUSINATO, Gustavo","CUSINATO, Gustavo",160,NULL,0.659701695172739,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","NORESTE","ENTRE RIOS",30
1509,"DAHER, Zulema Beatriz","DAHER, Zulema Beatriz",161,"DAHER, Zulema Beatríz",0.197976557357146,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NOROESTE","SALTA",66
1510,"DAMILANO GRIVARELLO, Viviana Monica","DAMILANO GRIVARELLO, Viviana Mónica",163,NULL,-0.366888725436735,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","CHACO",22
1511,"DATO, Alfredo Carlos","DATO, Alfredo Carlos",164,NULL,-0.74023714201868,2011,"adato_medium.jpg","http://s6.postimage.org/g7ot9ql31/adato_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
1512,"De FERRARI RUEDA, Patricia","De FERRARI RUEDA, Patricia",169,NULL,1.66740017189592,2011,"pdeferrarir_medium.jpg","http://s6.postimage.org/s2b9fcldp/pdeferrarir_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
1513,"De GENNARO, Victor","De GENNARO, Victor",170,NULL,0.560256424816088,2011,"degennarov.jpg","http://s6.postimage.org/ja2kgeh4x/degennarov.jpg","UNIDAD POPULAR","BUENOS AIRES","BUENOS AIRES",6
1514,"DE LA ROSA, Maria Graciela","DE LA ROSA, Maria Graciela",171,"de la  ROSA, Maria Graciela",-0.414136404040547,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","PARTIDO JUSTICIALISTA","NORESTE","FORMOSA",34
1515,"DE MARCHI, Omar Bruno","DE MARCHI, Omar Bruno",174,NULL,0.915657229412368,2011,"odemarchi_medium.jpg","http://s6.postimage.org/bi4e1mhbx/odemarchi_medium.jpg","DEMOCRATA DE MENDOZA","CUYO","MENDOZA",50
1516,"DE NARVAEZ, Francisco","DE NARVAEZ, Francisco",175,NULL,0.562706297098314,2011,"fdenarvaez_medium.jpg","http://s6.postimage.org/bgbm5v519/fdenarvaez_medium.jpg","FRENTE PERONISTA","BUENOS AIRES","BUENOS AIRES",6
1517,"DE PEDRO, Eduardo Enrique","DE PEDRO, Eduardo Enrique",176,NULL,-0.582213562187865,2011,"edepedro_medium.jpg","http://s6.postimage.org/sur90ecsd/edepedro_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1518,"DE PRAT GAY, Alfonso","DE PRAT GAY, Alfonso",177,NULL,0.921188277927155,2011,"apratgay_medium.jpg","http://s6.postimage.org/i26957xh9/apratgay_medium.jpg","COALICION CIVICA - ARI","CABA","CIUDAD de BUENOS AIRES",2
1519,"DEL CAMPILLO, Hector Eduardo","DEL CAMPILLO, Héctor Eduardo",178,NULL,0.708679224219436,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
1520,"DEPETRI, Edgardo Fernando","DEPETRI, Edgardo Fernando",181,NULL,-1.06899764931727,2011,"edepetri_medium.jpg","http://s6.postimage.org/h0ji2reil/edepetri_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1521,"DI TULLIO, Juliana","DI TULLIO, Juliana",184,NULL,-0.857586818190671,2011,"jditullio_medium.jpg","http://s6.postimage.org/nzf6j5kxp/jditullio_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1522,"DIAZ BANCALARI, Jose Maria","DIAZ BANCALARI, José María",185,NULL,-1.09207667583082,2011,"jdiaz_medium.jpg","http://s6.postimage.org/3qrsxflml/jdiaz_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1523,"DIAZ ROIG, Juan Carlos","DIAZ ROIG, Juan Carlos",186,NULL,-1.21628759413282,2011,"jdiazr_medium.jpg","http://s6.postimage.org/l1i7pgda5/jdiazr_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","FORMOSA",34
1524,"DIAZ, Susana Eladia","DIAZ, Susana Eladia",187,NULL,-0.48984349733491,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NOROESTE","TUCUMAN",90
1525,"DONDA PEREZ, Victoria Analia","DONDA PEREZ, Victoria Analía",190,NULL,0.570209163890278,2011,"vdondap_medium.jpg","http://s6.postimage.org/m5lmn4pbx/vdondap_medium.jpg","LIBRES DEL SUR","BUENOS AIRES","BUENOS AIRES",6
1526,"DONKIN, Carlos Guillermo","DONKIN, Carlos Guillermo",191,NULL,-1.14017396789023,2011,"cdonkin_medium.jpg","http://s6.postimage.org/adilkzbr1/cdonkin_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","FORMOSA",34
1527,"DUCLOS, Omar Arnaldo","DUCLOS, Omar Arnaldo",193,NULL,0.59746138571182,2011,"oduclos_medium.jpg","http://s6.postimage.org/ur1grn1h9/oduclos_medium.jpg","GEN","BUENOS AIRES","BUENOS AIRES",6
1528,"DUTTO, Gustavo Alberto","DUTTO, Gustavo Alberto",194,NULL,-0.0930254161889635,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1529,"ELICECHE, Carlos Tomas","ELICECHE, Carlos Tomas",195,NULL,-0.574182689062494,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","SUR","CHUBUT",26
1530,"ELORRIAGA, Osvaldo","ELORRIAGA, Osvaldo",196,NULL,-1.07558966458054,2011,"_silueta_medium.jpg","http://s6.postimage.org/jfyt39um5/oelorriaga_medium.jpg","FRENTE PARA LA VICTORIA - PJ","NORESTE","ENTRE RIOS",30
1531,"ERRO, Norberto Pedro","ERRO, Norberto Pedro",197,NULL,0.822865947135662,2011,"_silueta_medium.jpg","http://s6.postimage.org/z54fmzosd/silueta_medium.jpg","FRENTE PARA LA VICTORIA - PJ","BUENOS AIRES","BUENOS AIRES",6
1532,"ESPINDOLA, Gladys Susana","ESPINDOLA, Gladys Susana",198,NULL,1.34789760732112,2011,"gespindola_medium.jpg","http://s6.postimage.org/lpda367ul/gespindola_medium.jpg","UNION CIVICA RADICAL","CENTRO","CORDOBA",14
